Problema, n, K, m, Iter, |LRC|, iterations with improvement, z, S, CPU
input/max_div_20_3.txt, 20, 3, 5, 10, 2, false, 92.8297, (0.650000  3.760000  9.070000) (9.810000  2.050000  1.830000) (8.870000  9.560000  5.340000) (0.830000  7.060000  3.340000) (9.600000  2.020000  9.000000) , 0.019812 seconds
input/max_div_20_3.txt, 20, 3, 5, 10, 2, true, 92.8297, (0.650000  3.760000  9.070000) (8.870000  9.560000  5.340000) (9.810000  2.050000  1.830000) (0.830000  7.060000  3.340000) (9.600000  2.020000  9.000000) , 0.030735 seconds
input/max_div_20_3.txt, 20, 3, 5, 10, 3, false, 92.8297, (0.650000  3.760000  9.070000) (0.830000  7.060000  3.340000) (9.600000  2.020000  9.000000) (8.870000  9.560000  5.340000) (9.810000  2.050000  1.830000) , 0.023620 seconds
input/max_div_20_3.txt, 20, 3, 5, 10, 3, true, 92.8297, (9.600000  2.020000  9.000000) (8.870000  9.560000  5.340000) (9.810000  2.050000  1.830000) (0.650000  3.760000  9.070000) (0.830000  7.060000  3.340000) , 0.024365 seconds
input/max_div_20_3.txt, 20, 3, 5, 20, 2, false, 92.8297, (0.650000  3.760000  9.070000) (8.870000  9.560000  5.340000) (9.810000  2.050000  1.830000) (0.830000  7.060000  3.340000) (9.600000  2.020000  9.000000) , 0.043411 seconds
input/max_div_20_3.txt, 20, 3, 5, 20, 2, true, 92.8297, (9.810000  2.050000  1.830000) (0.830000  7.060000  3.340000) (0.650000  3.760000  9.070000) (8.870000  9.560000  5.340000) (9.600000  2.020000  9.000000) , 0.049645 seconds
input/max_div_20_3.txt, 20, 3, 5, 20, 3, false, 92.8297, (9.810000  2.050000  1.830000) (0.830000  7.060000  3.340000) (0.650000  3.760000  9.070000) (8.870000  9.560000  5.340000) (9.600000  2.020000  9.000000) , 0.049102 seconds
input/max_div_20_3.txt, 20, 3, 5, 20, 3, true, 92.8297, (9.600000  2.020000  9.000000) (0.830000  7.060000  3.340000) (9.810000  2.050000  1.830000) (0.650000  3.760000  9.070000) (8.870000  9.560000  5.340000) , 0.046053 seconds
input/max_div_30_3.txt, 30, 3, 2, 10, 2, false, 13.0737, (8.060000  9.590000  0.270000) (6.710000  0.350000  9.420000) , 0.004306 seconds
input/max_div_30_3.txt, 30, 3, 2, 10, 2, true, 13.0737, (8.060000  9.590000  0.270000) (6.710000  0.350000  9.420000) , 0.007161 seconds
input/max_div_30_3.txt, 30, 3, 2, 10, 3, false, 13.0737, (6.710000  0.350000  9.420000) (8.060000  9.590000  0.270000) , 0.005060 seconds
input/max_div_30_3.txt, 30, 3, 2, 10, 3, true, 13.0737, (8.060000  9.590000  0.270000) (6.710000  0.350000  9.420000) , 0.005347 seconds
input/max_div_30_3.txt, 30, 3, 2, 20, 2, false, 13.0737, (8.060000  9.590000  0.270000) (6.710000  0.350000  9.420000) , 0.009267 seconds
input/max_div_30_3.txt, 30, 3, 2, 20, 2, true, 13.0737, (8.060000  9.590000  0.270000) (6.710000  0.350000  9.420000) , 0.008986 seconds
input/max_div_30_3.txt, 30, 3, 2, 20, 3, false, 13.0737, (8.060000  9.590000  0.270000) (6.710000  0.350000  9.420000) , 0.009193 seconds
input/max_div_30_3.txt, 30, 3, 2, 20, 3, true, 13.0737, (6.710000  0.350000  9.420000) (8.060000  9.590000  0.270000) , 0.009979 seconds
input/max_div_30_3.txt, 30, 3, 3, 10, 2, false, 34.2905, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) , 0.010261 seconds
input/max_div_30_3.txt, 30, 3, 3, 10, 2, true, 34.2905, (1.530000  8.090000  9.560000) (8.320000  0.470000  8.980000) (8.060000  9.590000  0.270000) , 0.012596 seconds
input/max_div_30_3.txt, 30, 3, 3, 10, 3, false, 34.2905, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) , 0.011539 seconds
input/max_div_30_3.txt, 30, 3, 3, 10, 3, true, 34.2905, (8.320000  0.470000  8.980000) (8.060000  9.590000  0.270000) (1.530000  8.090000  9.560000) , 0.012118 seconds
input/max_div_30_3.txt, 30, 3, 3, 20, 2, false, 34.2905, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) , 0.030239 seconds
input/max_div_30_3.txt, 30, 3, 3, 20, 2, true, 34.2905, (1.530000  8.090000  9.560000) (8.320000  0.470000  8.980000) (8.060000  9.590000  0.270000) , 0.036322 seconds
input/max_div_30_3.txt, 30, 3, 3, 20, 3, false, 34.2905, (1.530000  8.090000  9.560000) (8.320000  0.470000  8.980000) (8.060000  9.590000  0.270000) , 0.026620 seconds
input/max_div_30_3.txt, 30, 3, 3, 20, 3, true, 34.2905, (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (8.060000  9.590000  0.270000) , 0.026685 seconds
input/max_div_30_3.txt, 30, 3, 4, 10, 2, false, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) , 0.023489 seconds
input/max_div_30_3.txt, 30, 3, 4, 10, 2, true, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (6.750000  0.070000  1.800000) (1.530000  8.090000  9.560000) , 0.020258 seconds
input/max_div_30_3.txt, 30, 3, 4, 10, 3, false, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) , 0.021415 seconds
input/max_div_30_3.txt, 30, 3, 4, 10, 3, true, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) , 0.028028 seconds
input/max_div_30_3.txt, 30, 3, 4, 20, 2, false, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) , 0.045962 seconds
input/max_div_30_3.txt, 30, 3, 4, 20, 2, true, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) , 0.046262 seconds
input/max_div_30_3.txt, 30, 3, 4, 20, 3, false, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) , 0.047454 seconds
input/max_div_30_3.txt, 30, 3, 4, 20, 3, true, 63.702, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) , 0.061915 seconds
input/max_div_30_3.txt, 30, 3, 5, 10, 2, false, 99.592, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) (7.540000  8.930000  9.660000) , 0.036824 seconds
input/max_div_30_3.txt, 30, 3, 5, 10, 2, true, 99.592, (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (7.540000  8.930000  9.660000) , 0.044382 seconds
input/max_div_30_3.txt, 30, 3, 5, 10, 3, false, 99.592, (6.750000  0.070000  1.800000) (1.530000  8.090000  9.560000) (8.060000  9.590000  0.270000) (7.540000  8.930000  9.660000) (8.320000  0.470000  8.980000) , 0.043567 seconds
input/max_div_30_3.txt, 30, 3, 5, 10, 3, true, 99.592, (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) (7.540000  8.930000  9.660000) (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) , 0.035008 seconds
input/max_div_30_3.txt, 30, 3, 5, 20, 2, false, 99.592, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) (7.540000  8.930000  9.660000) , 0.087733 seconds
input/max_div_30_3.txt, 30, 3, 5, 20, 2, true, 99.592, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) (7.540000  8.930000  9.660000) , 0.122645 seconds
input/max_div_30_3.txt, 30, 3, 5, 20, 3, false, 99.592, (8.060000  9.590000  0.270000) (8.320000  0.470000  8.980000) (1.530000  8.090000  9.560000) (6.750000  0.070000  1.800000) (7.540000  8.930000  9.660000) , 0.077885 seconds
input/max_div_30_3.txt, 30, 3, 5, 20, 3, true, 99.592, (6.750000  0.070000  1.800000) (1.530000  8.090000  9.560000) (8.060000  9.590000  0.270000) (7.540000  8.930000  9.660000) (8.320000  0.470000  8.980000) , 0.079779 seconds
